,date,title,url
1099,2010-06-29,分析师称亚马逊面临更大竞争压力下调股票评级,http://www.techweb.com.cn/news/2010-06-29/630924.shtml
1100,2010-06-29,分析师担忧电子书竞争加剧下调亚马逊评级,http://www.techweb.com.cn/news/2010-06-29/630895.shtml
1101,2010-06-29,亚马逊更新Kindle电子书将嵌入音频视频,http://www.techweb.com.cn/news/2010-06-29/630847.shtml
1102,2010-06-29,亚马逊向苹果Kindle应用加入视频特性,http://www.techweb.com.cn/news/2010-06-29/630692.shtml
1103,2010-06-28,亚马逊为苹果iPad推出视频版电子书,http://www.techweb.com.cn/news/2010-06-28/630566.shtml
1104,2010-06-28,中国户外最大品牌“探路者”进驻卓越亚马逊,http://www.techweb.com.cn/news/2010-06-28/630168.shtml
1105,2010-06-25,亚马逊三大举措或促eBooks今年赢利10亿美元,http://www.techweb.com.cn/news/2010-06-25/628964.shtml
1106,2010-06-24,罗盛软件推亚马逊网络服务架构全功能ERP,http://www.techweb.com.cn/news/2010-06-24/627620.shtml
1107,2010-06-24,王汉华：卓越亚马逊还在投入期五年后再看回报,http://www.techweb.com.cn/news/2010-06-24/627372.shtml
1108,2010-06-23,卓越亚马逊第六大运营中心落户武汉,http://www.techweb.com.cn/news/2010-06-23/627171.shtml
1109,2010-06-23,卓越亚马逊启用第六大运营中心覆盖华中地区,http://www.techweb.com.cn/news/2010-06-23/627147.shtml
1110,2010-06-23,卓越亚马逊在中国第六大运营中心落户武汉,http://www.techweb.com.cn/news/2010-06-23/627118.shtml
1111,2010-06-23,卓越亚马逊启用武汉运营中心覆盖华中地区,http://www.techweb.com.cn/news/2010-06-23/626975.shtml
1112,2010-06-23,电子书价格战打响：亚马逊与邦诺反击苹果iPad,http://www.techweb.com.cn/news/2010-06-23/626749.shtml
1113,2010-06-22,亚马逊下调Kindle阅读器价格至189美元,http://www.techweb.com.cn/news/2010-06-22/626102.shtml
1114,2010-06-22,亚马逊大幅下调电子书阅读器价格挑战iPad,http://www.techweb.com.cn/news/2010-06-22/626061.shtml
1115,2010-06-22,法国阿瑞娜名品触网卓越亚马逊独家销售,http://www.techweb.com.cn/news/2010-06-22/625892.shtml
1116,2010-06-22,亚马逊将Kindle价格降至189美元,http://www.techweb.com.cn/news/2010-06-22/625642.shtml
1117,2010-06-22,亚马逊Kindle价格被迫降至189美元,http://www.techweb.com.cn/news/2010-06-22/625632.shtml
1118,2010-06-22,亚马逊Kindle降价70美元应对竞争,http://www.techweb.com.cn/news/2010-06-22/625628.shtml
1119,2010-06-21,多款电子书联合降价逼迫亚马逊对Kindle降价,http://www.techweb.com.cn/news/2010-06-21/625564.shtml
1120,2010-06-21,亚马逊前雇员推出开源系统整合框架,http://www.techweb.com.cn/news/2010-06-21/625176.shtml
1121,2010-06-21,亚马逊升级在线服饰鞋帽业务：专注高端商品,http://www.techweb.com.cn/news/2010-06-21/625103.shtml
1122,2010-06-21,亚马逊重新推时尚服饰业务关注高档商品,http://www.techweb.com.cn/news/2010-06-21/624994.shtml
1123,2010-06-21,亚马逊重新推出时尚服饰业务关注高档商品,http://www.techweb.com.cn/news/2010-06-21/624949.shtml
1124,2010-06-21,亚马逊将推出服装鞋子在线零售业务,http://www.techweb.com.cn/news/2010-06-21/624947.shtml
1125,2010-06-17,当当网自诩中国亚马逊：得其形而忘其神,http://www.techweb.com.cn/news/2010-06-17/623670.shtml
1126,2010-06-17,亚马逊欲成为必应网络购物第一搜索结果,http://www.techweb.com.cn/news/2010-06-17/623322.shtml
1127,2010-06-15,亚马逊提前一天降价促销Office2010,http://www.techweb.com.cn/news/2010-06-15/622851.shtml
1128,2010-06-15,亚马逊及雅虎计划在日本推出云计算服务,http://www.techweb.com.cn/news/2010-06-15/622809.shtml
1129,2010-06-15,亚马逊雅虎日本将在日本推出云计算服务,http://www.techweb.com.cn/news/2010-06-15/622787.shtml
1131,2010-06-15,亚马逊雅虎计划开拓日本云计算市场,http://www.techweb.com.cn/news/2010-06-15/622769.shtml
1132,2010-06-12,Zynga:没有亚马逊云存储开心农场早已失败,http://www.techweb.com.cn/news/2010-06-12/621717.shtml
1133,2010-06-12,Zynga：没有亚马逊云存储开心农场早已失败,http://www.techweb.com.cn/news/2010-06-12/621713.shtml
1134,2010-06-11,亚马逊开放云存储数据迁移服务,http://www.techweb.com.cn/news/2010-06-11/621114.shtml
1135,2010-06-11,上万种礼品亮相卓越亚马逊推出父亲节专场,http://www.techweb.com.cn/news/2010-06-11/620981.shtml
1136,2010-06-09,世界杯将开战卓越亚马逊推南非世界杯专卖,http://www.techweb.com.cn/news/2010-06-09/619263.shtml
1137,2010-06-08,分析：iPhone4对谷歌微软和亚马逊的影响,http://www.techweb.com.cn/news/2010-06-08/618754.shtml
1138,2010-06-08,世界杯官方指定专辑在卓越亚马逊独家预售,http://www.techweb.com.cn/news/2010-06-08/618655.shtml
1139,2010-06-07,倡导低碳网购卓越亚马逊携手“点击消费”,http://www.techweb.com.cn/news/2010-06-07/617344.shtml
1140,2010-06-01,抱守黑白路线亚马逊Kindle能走多远,http://www.techweb.com.cn/news/2010-06-01/613669.shtml
1141,2010-06-01,华硕与亚马逊首度联手：上网本搭载Kindle应用,http://www.techweb.com.cn/news/2010-06-01/613625.shtml
1143,2010-05-31,亚马逊为苹果用户免费提供Kindle应用下载,http://www.techweb.com.cn/news/2010-05-31/613196.shtml
1144,2010-05-31,社交电子商务盛行亚马逊或应创新求变,http://www.techweb.com.cn/news/2010-05-31/613134.shtml
1145,2010-05-31,分析：社交电子商务盛行亚马逊或应创新求变,http://www.techweb.com.cn/news/2010-05-31/613040.shtml
1146,2010-05-31,分析:社交电子商务盛行亚马逊应创新求变,http://www.techweb.com.cn/news/2010-05-31/613039.shtml
1148,2010-05-30,传亚马逊将于8月推轻薄版Kindle阅读器,http://www.techweb.com.cn/news/2010-05-30/612439.shtml
1149,2010-05-29,传亚马逊8月推新一代Kindle阅读器不配触控,http://www.techweb.com.cn/news/2010-05-29/611958.shtml
1150,2010-05-27,亚马逊音乐下载增幅超苹果销售与沃尔玛并列,http://www.techweb.com.cn/news/2010-05-27/610729.shtml
